track_id,track_url,track_name,track_duration,explicit,popularity,multiple_artists
5hz9DEkahyWoTs3rxJOTtw,https://open.spotify.com/track/5hz9DEkahyWoTs3rxJOTtw,Bonfire,183.003,true,0,true
6LPpzSJzSzTFJcpPV5IrPt,https://open.spotify.com/track/6LPpzSJzSzTFJcpPV5IrPt,Numb & Getting Colder - Baauer Remix,225.883,false,0,true
6YTQzyJ95UHGVhWjm5m3g4,https://open.spotify.com/track/6YTQzyJ95UHGVhWjm5m3g4,Under You,197.346,true,0,false
6gI8nwfvbdTUhFOGpsXOxl,https://open.spotify.com/track/6gI8nwfvbdTUhFOGpsXOxl,New York City - Acoustic [Bonus Track],235.52,false,5,false
6gSKswfcoWvaadqvuMF3Y7,https://open.spotify.com/track/6gSKswfcoWvaadqvuMF3Y7,Colours,257.786,false,53,false
7oGi0ndMedRLlw1CVdakGD,https://open.spotify.com/track/7oGi0ndMedRLlw1CVdakGD,Our Fragment,245.2,false,0,true
7yotKA30dwTKNEGomV9ZsI,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI,KOD,191.436,true,59,false
06Hdbxh6NCy6TIhjdXTchB,https://open.spotify.com/track/06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),209.208,false,50,true
0Jdz2qNvP25MMvXNpkpKRQ,https://open.spotify.com/track/0Jdz2qNvP25MMvXNpkpKRQ,Flicker,254.608,false,0,false
0uIDxM4fdk9zHQzbhr5Jgq,https://open.spotify.com/track/0uIDxM4fdk9zHQzbhr5Jgq,Coming Over - filous Remix,198.545,false,34,true
1GbVo45KvYX3chroJggkIx,https://open.spotify.com/track/1GbVo45KvYX3chroJggkIx,Oops,232.509,false,39,false
1KeZgPUr54C8iz3FjqzVoz,https://open.spotify.com/track/1KeZgPUr54C8iz3FjqzVoz,Young,224.773,false,54,false
1rSO53P5ycjuVscJ5MTBuX,https://open.spotify.com/track/1rSO53P5ycjuVscJ5MTBuX,Different,234.84,false,0,false
1wHZx0LgzFHyeIZkUydNXq,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq,Antidote,262.693,true,71,false
1yQsWAjOmqzkdGsmFZ4ON2,https://open.spotify.com/track/1yQsWAjOmqzkdGsmFZ4ON2,Tell Me (The Hoddevik Song),256.033,false,0,false
22IC0Uf2LmRckT0TJYeWOC,https://open.spotify.com/track/22IC0Uf2LmRckT0TJYeWOC,On the Back of a Golden Dolphin,343.642,false,0,false
2y5mWCbtXze9zaQi0M0Xv5,https://open.spotify.com/track/2y5mWCbtXze9zaQi0M0Xv5,Dancing In The Dark,233.933,false,0,false
3Crm1ISZhGY2oY4WUBjL0p,https://open.spotify.com/track/3Crm1ISZhGY2oY4WUBjL0p,I Can't Lose You Twice,197.744,false,0,false
3EfugazgSddQvzZpkof5I4,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4,Ciao Adios,200.104,false,49,false
3WuPXwp5EBHpLT5yu6h31n,https://open.spotify.com/track/3WuPXwp5EBHpLT5yu6h31n,Minor Revolt,188.862,false,26,false
3z9xNouuYUaVLizmZdVkpR,https://open.spotify.com/track/3z9xNouuYUaVLizmZdVkpR,Dawsin's Breek (feat. Jeremih),165.2,true,31,true
46RvocxUkMUhCtDxk1BUyT,https://open.spotify.com/track/46RvocxUkMUhCtDxk1BUyT,Reverie,299.656,false,0,true
4fPQ3n56NbnONBtlaPMa82,https://open.spotify.com/track/4fPQ3n56NbnONBtlaPMa82,Home,202.44,false,0,false
519iK3BrSWhVLhmBlDIP4x,https://open.spotify.com/track/519iK3BrSWhVLhmBlDIP4x,I Bet My Life,192.706,false,0,false
5Q75yPlbLNdeshXRqkJpWb,https://open.spotify.com/track/5Q75yPlbLNdeshXRqkJpWb,gold,196.701,true,0,false
6HQOdicRpXiqLbOMQl8kWg,https://open.spotify.com/track/6HQOdicRpXiqLbOMQl8kWg,Days in the Sun,214.647,false,0,false
6dbTRLvG9jsNy4buiHTlEo,https://open.spotify.com/track/6dbTRLvG9jsNy4buiHTlEo,Shakedown,205.04,false,0,false
6eVrl1qCpfuwvamXZHQy6M,https://open.spotify.com/track/6eVrl1qCpfuwvamXZHQy6M,Hole in My Heart,182.84,false,20,false
6pfELzZOaE5es65nHhErJG,https://open.spotify.com/track/6pfELzZOaE5es65nHhErJG,For the Day,211.875,false,0,false
70FecdJSTbbN5fbzbLjOCx,https://open.spotify.com/track/70FecdJSTbbN5fbzbLjOCx,Inception Medley - Live,822.0,false,0,true
7kly60fLwXHAKh1Ah7O1xr,https://open.spotify.com/track/7kly60fLwXHAKh1Ah7O1xr,Lie,149.106,false,0,true
7p2RlyF403KmPmZm2TxKl3,https://open.spotify.com/track/7p2RlyF403KmPmZm2TxKl3,Young Souls,219.373,false,48,false
7r81Tfgk0ECt7FXPSUrAPd,https://open.spotify.com/track/7r81Tfgk0ECt7FXPSUrAPd,Bread Winners,145.115,true,32,true
0YsgWDcnhQEXChiMUtah1d,https://open.spotify.com/track/0YsgWDcnhQEXChiMUtah1d,Waiting For You,237.853,false,0,false
1PXd4QcpYSn030W1VtXjqF,https://open.spotify.com/track/1PXd4QcpYSn030W1VtXjqF,Message for Cersei,103.44,false,0,false
1V67g4o5LyRWJziAbJzP7b,https://open.spotify.com/track/1V67g4o5LyRWJziAbJzP7b,Burning Bridges - Acoustic,275.666,false,28,false
23HykWgKpB4MkjqDHPbQIX,https://open.spotify.com/track/23HykWgKpB4MkjqDHPbQIX,Dragon Age Inquisition Theme,172.106,false,0,false
2VKf0WEOpq06JE5PTNr9wa,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa,Jettski Grizzley (feat. Lil Pump),163.2,true,43,true
2kR7K6bCECPR8qhTz9E2kk,https://open.spotify.com/track/2kR7K6bCECPR8qhTz9E2kk,Empire,229.693,false,38,false
31ZaSoek4y74F6HPhXylr8,https://open.spotify.com/track/31ZaSoek4y74F6HPhXylr8,Big Rings,217.706,true,0,true
3AxdtInY3maTDl3PnoXRrp,https://open.spotify.com/track/3AxdtInY3maTDl3PnoXRrp,What You Wanted,241.213,false,32,false
3KjGNGHvTaBTjoOY5ePMvI,https://open.spotify.com/track/3KjGNGHvTaBTjoOY5ePMvI,The Healing,195.52,false,29,false
3dG6tjetoR4GMmUGZUprLt,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt,Wouldn't Leave,205.546,true,0,true
3e0yTP5trHBBVvV32jwXqF,https://open.spotify.com/track/3e0yTP5trHBBVvV32jwXqF,Anna Sun,321.28,false,56,false
3qnoOm4fwZPBS116f5hpgF,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,All Mine,145.506,true,0,false
4H3KBBAe2Fcgv9lH6E10Oe,https://open.spotify.com/track/4H3KBBAe2Fcgv9lH6E10Oe,Harry in Winter,174.44,false,57,false
4hMGhovxvJWuSPMOODZOTv,https://open.spotify.com/track/4hMGhovxvJWuSPMOODZOTv,"Pal (From ""Monsoon Shootout"")",288.0,false,27,true
50LvEGTx7onjRhdHzozIex,https://open.spotify.com/track/50LvEGTx7onjRhdHzozIex,I'm Good,166.893,false,0,false
5I8oEqbk2ZBmQfXCrZbUFb,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb,Fallin' All In You,235.746,false,0,false
5KfSsgAJGrZc3VrcPLFVMo,https://open.spotify.com/track/5KfSsgAJGrZc3VrcPLFVMo,Bruises,218.492,false,0,false
5TPQGrXwNZ79b4h2gRkGRW,https://open.spotify.com/track/5TPQGrXwNZ79b4h2gRkGRW,IDGAF,216.44,false,23,false
61vlVRrNDjfvHyctPio50g,https://open.spotify.com/track/61vlVRrNDjfvHyctPio50g,Silent Whispers,93.2,false,24,false
76pMRZXq6SOcpcTzY3gWpm,https://open.spotify.com/track/76pMRZXq6SOcpcTzY3gWpm,Believe,217.016,false,0,true
7BVvVmczBoVmVeWr8KMafb,https://open.spotify.com/track/7BVvVmczBoVmVeWr8KMafb,Meet Han,140.106,false,24,false
7M25LxL4H1F8kWtSwM78Iu,https://open.spotify.com/track/7M25LxL4H1F8kWtSwM78Iu,Overdose,208.64,false,33,false
7MvQQGqYE4r0ucTarmI2Gr,https://open.spotify.com/track/7MvQQGqYE4r0ucTarmI2Gr,Saturday Saturday,210.799,false,55,true
7dMK2I2Zd0f9yObFddNc2v,https://open.spotify.com/track/7dMK2I2Zd0f9yObFddNc2v,Wait,165.083,false,21,true
08qFPu7ksp9KrQJJPuFXxu,https://open.spotify.com/track/08qFPu7ksp9KrQJJPuFXxu,"King's Dead (with Kendrick Lamar, Future & James Blake)",229.67,true,0,true
0YEXqaMeTYjuvGQ0PpOTiL,https://open.spotify.com/track/0YEXqaMeTYjuvGQ0PpOTiL,El Chapo,220.078,true,15,true
19TSNGmvdTtlxYn4YqYUMf,https://open.spotify.com/track/19TSNGmvdTtlxYn4YqYUMf,Routine,166.973,false,46,true
1F9yVVYD5mcg5F1kV6s5JJ,https://open.spotify.com/track/1F9yVVYD5mcg5F1kV6s5JJ,Nain Phisal Gaye,219.0,false,14,true
1RxaEvQCmT36nIZFYjpk5F,https://open.spotify.com/track/1RxaEvQCmT36nIZFYjpk5F,Tsimtsum,169.533,false,47,false
1plFCZ6QFAjSRutT02GTCn,https://open.spotify.com/track/1plFCZ6QFAjSRutT02GTCn,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",289.333,false,58,true
2M4lNVEvNeEkwj4iuWGJQo,https://open.spotify.com/track/2M4lNVEvNeEkwj4iuWGJQo,Hotel Anywhere,191.066,false,0,false
2R7Gn3cjnPaVO0Oj8nsTDP,https://open.spotify.com/track/2R7Gn3cjnPaVO0Oj8nsTDP,Pineapple (feat. Gucci Mane & Quavo),218.26,true,44,true
2X8XMPY0PtgdtW1k6mkOQZ,https://open.spotify.com/track/2X8XMPY0PtgdtW1k6mkOQZ,Wonder Woman's Wrath,246.48,false,0,false
310Qd5lOzFStXKZB3zWCtE,https://open.spotify.com/track/310Qd5lOzFStXKZB3zWCtE,Learn How to Watch (feat. Mac Miller & MadeinTYO),121.85,true,39,true
3vHNLy0NQmtVTx2bHQFeDM,https://open.spotify.com/track/3vHNLy0NQmtVTx2bHQFeDM,Someone Remarkable,255.8,false,24,false
44lUcHz7LXhvdlwLy8WsBg,https://open.spotify.com/track/44lUcHz7LXhvdlwLy8WsBg,How It Was (feat. Future),265.0,true,56,false
4DTpngLjoHj5gFxEZFeD3J,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,Codeine Dreaming (feat. Lil Wayne),264.531,true,60,true
4l59QWcA9F9qqvNc5pwDtL,https://open.spotify.com/track/4l59QWcA9F9qqvNc5pwDtL,Ali Bomaye,372.706,true,0,true
5VGBgPVFO3e0lWz4WHYntQ,https://open.spotify.com/track/5VGBgPVFO3e0lWz4WHYntQ,All For Love,180.484,false,52,true
5dqaAIcFd0pAmZFQ8LjDay,https://open.spotify.com/track/5dqaAIcFd0pAmZFQ8LjDay,Suit (feat. Mankirt Aulakh),201.665,false,0,true
5n2EJSpE7iMwesOUYuRng1,https://open.spotify.com/track/5n2EJSpE7iMwesOUYuRng1,Something Is Not Right With Me,142.533,false,9,false
6Awg3vdlBZnLnVWBcyG0vW,https://open.spotify.com/track/6Awg3vdlBZnLnVWBcyG0vW,Runaway (U & I),227.073,false,55,false
6lOWoTqVnAWXchddtTH31W,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W,Leave a Light On,185.863,false,66,false
6qNALlmZa1ESnCxJmXE1K9,https://open.spotify.com/track/6qNALlmZa1ESnCxJmXE1K9,The Way I Am,186.08,false,59,false
6r7hwAdd5Exq7pESFik9rW,https://open.spotify.com/track/6r7hwAdd5Exq7pESFik9rW,Bounty On My Head,216.973,false,0,false
7DFjDAKFGD4vqYdJtHh1X8,https://open.spotify.com/track/7DFjDAKFGD4vqYdJtHh1X8,Tarzan and Jane,219.0,false,0,false
7lzA7zfZnw8VsFFjGE7Ghn,https://open.spotify.com/track/7lzA7zfZnw8VsFFjGE7Ghn,Shab Tum Ho,213.428,false,0,false
7q2vQa5a1LCqEbssxR1QXF,https://open.spotify.com/track/7q2vQa5a1LCqEbssxR1QXF,Cigarette Daydreams,208.765,false,0,false
7wquxAqNepIlz6OibvQoSm,https://open.spotify.com/track/7wquxAqNepIlz6OibvQoSm,Can’t Stop,249.573,false,30,false
7ygO2E3yfwZVYbzaPdGzed,https://open.spotify.com/track/7ygO2E3yfwZVYbzaPdGzed,Guru,204.466,false,0,false
09J6jYPbOxpChM8pXIIfC0,https://open.spotify.com/track/09J6jYPbOxpChM8pXIIfC0,Earan Kaatin Eenam Pole,327.784,false,0,false
0SVsEdvot6vU4byv5yW0oj,https://open.spotify.com/track/0SVsEdvot6vU4byv5yW0oj,That’s How You Feel,157.6,true,0,false
0uXiPXt9xCdv8UpuDs063g,https://open.spotify.com/track/0uXiPXt9xCdv8UpuDs063g,I’ll Make It Up To You,262.6,false,0,false
14mHfNsSHN0FbLftyjrV9g,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,195.637,true,57,false
16x2V0ZWoXD7Rjo6bSAoEK,https://open.spotify.com/track/16x2V0ZWoXD7Rjo6bSAoEK,I'll Be There For You (Friends Theme),138.201,false,38,false
1UOuZs8BPGMM6Ls0jP6BjQ,https://open.spotify.com/track/1UOuZs8BPGMM6Ls0jP6BjQ,Young Blood,208.853,false,0,false
1csB4kgdyglOQdH0EyFIqy,https://open.spotify.com/track/1csB4kgdyglOQdH0EyFIqy,Say Love,219.44,false,0,false
1h1JtMd1oQGUUt4Yw8ck3u,https://open.spotify.com/track/1h1JtMd1oQGUUt4Yw8ck3u,Freedom,248.275,false,0,true
2OyWLvVxXKDaLTn365VExP,https://open.spotify.com/track/2OyWLvVxXKDaLTn365VExP,Losing My Mind,212.213,false,15,false
2fLyikLZmHxW4XdToFpDdN,https://open.spotify.com/track/2fLyikLZmHxW4XdToFpDdN,Under Pressure,233.028,false,39,true
2nkoWsTZa8LKPNGdjI5uxj,https://open.spotify.com/track/2nkoWsTZa8LKPNGdjI5uxj,West Coast,217.173,false,62,false
2yys44g1Jx5chbPxsdWklY,https://open.spotify.com/track/2yys44g1Jx5chbPxsdWklY,Unknown (To You),233.2,false,0,false
3KuyC06khINtQRm8pImleW,https://open.spotify.com/track/3KuyC06khINtQRm8pImleW,What The Funk,177.458,false,31,true
3mvYQKm8h6M5K5h0nVPY9S,https://open.spotify.com/track/3mvYQKm8h6M5K5h0nVPY9S,After Dark (feat. Static Major & Ty Dolla $ign),289.56,true,53,true
3vkCTO5vnm6FqCBIQ6CTHu,https://open.spotify.com/track/3vkCTO5vnm6FqCBIQ6CTHu,Keep my Fire Burning,118.226,false,0,false
4q1cAvYyRi8uMjTsjngzbN,https://open.spotify.com/track/4q1cAvYyRi8uMjTsjngzbN,Save You (feat. Hannah K),219.724,false,0,true
4wYQwPMs87DHTrbEJoCzP0,https://open.spotify.com/track/4wYQwPMs87DHTrbEJoCzP0,"Naya Pakistan (Insha'allah) [feat. Shahi Hasan, Junaid Jamshed & Nusrat Hussain]",268.636,false,8,false
50KcyEBGK8h6qc0HfdJMFl,https://open.spotify.com/track/50KcyEBGK8h6qc0HfdJMFl,Need U,149.33,false,0,false
50RoQj3Bpff9kHJS844dAT,https://open.spotify.com/track/50RoQj3Bpff9kHJS844dAT,Fine,205.733,false,0,false
5YIoZxTB75hN5NvlL92hCB,https://open.spotify.com/track/5YIoZxTB75hN5NvlL92hCB,Baby Mark,47.8,false,0,false
5iZ4hcpCgFVijq5OOjBTKZ,https://open.spotify.com/track/5iZ4hcpCgFVijq5OOjBTKZ,the light is coming (feat. Nicki Minaj),228.4,true,0,true
5yVdj5DorWEGMDtakiKdGg,https://open.spotify.com/track/5yVdj5DorWEGMDtakiKdGg,Whitey on the Moon,108.373,false,0,true
6s4E1Wsbq5X9eHWprIQXIB,https://open.spotify.com/track/6s4E1Wsbq5X9eHWprIQXIB,Sanctuary,227.546,false,52,false
7gg2pJgvZGTojGaslPC14j,https://open.spotify.com/track/7gg2pJgvZGTojGaslPC14j,Black & White - Diax Remix,251.674,false,11,true
7tySfDFfBiCjraLdoy6In5,https://open.spotify.com/track/7tySfDFfBiCjraLdoy6In5,Put It on Me,202.76,false,61,false
7wD6iRghe6SnKHkvHqpnC5,https://open.spotify.com/track/7wD6iRghe6SnKHkvHqpnC5,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",187.389,false,55,false
7ycWLEP1GsNjVvcjawXz3z,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),205.04,true,81,true
083Qf6hn6sFL6xiOHlZUyn,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn,I'll Be There,193.923,false,55,false
0v2LUO8oTHnkjQ8MmKuXyk,https://open.spotify.com/track/0v2LUO8oTHnkjQ8MmKuXyk,raindrops (an angel cried),37.64,true,57,false
1HQHUEYbPUuByp4Zub2YYm,https://open.spotify.com/track/1HQHUEYbPUuByp4Zub2YYm,First to Dock,87.666,false,0,false
1zf4AAkMwaFrHu8qMKRhD4,https://open.spotify.com/track/1zf4AAkMwaFrHu8qMKRhD4,Choose,259.511,false,0,true
2FY7b99s15jUprqC0M5NCT,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,Natural,189.466,false,78,false
2QoOyCFpDo4NblMLP7vBRT,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT,Is There More,226.92,true,0,false
2RttW7RAu5nOAfq6YFvApB,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Happier,207.52,false,73,false
2TEwVLEEIuQxTWAVWALkOH,https://open.spotify.com/track/2TEwVLEEIuQxTWAVWALkOH,Allah Hoo,448.6,false,0,true
31VOknKjFrEX47bZXzqcoF,https://open.spotify.com/track/31VOknKjFrEX47bZXzqcoF,Next To Me,230.288,false,67,false
3aP9l0HZqevcC8JFvUxj8q,https://open.spotify.com/track/3aP9l0HZqevcC8JFvUxj8q,Higher Heart,240.157,false,11,false
488a6mrW7yvRLMi9GBekHc,https://open.spotify.com/track/488a6mrW7yvRLMi9GBekHc,Hamdard,264.045,false,0,false
4BGaoomiLpfjfR5rg64cfi,https://open.spotify.com/track/4BGaoomiLpfjfR5rg64cfi,Why Do I?,223.803,false,0,true
4F4skIPOcmPAEVQauG3GVB,https://open.spotify.com/track/4F4skIPOcmPAEVQauG3GVB,Yesterday,205.113,false,0,false
4XNt2ViSmF6lQFNVFAbOG5,https://open.spotify.com/track/4XNt2ViSmF6lQFNVFAbOG5,Hope (Original Mix),288.339,false,0,false
4YYAKYdNI2PgOItxRVmIIB,https://open.spotify.com/track/4YYAKYdNI2PgOItxRVmIIB,Trust Me (feat. Ty Dolla $ign),192.563,true,0,true
4yA6IAaNo0E3VBm3aMtmsy,https://open.spotify.com/track/4yA6IAaNo0E3VBm3aMtmsy,Rise Up,231.72,false,0,false
5Psnhdkyanjpgc2P8A5TSM,https://open.spotify.com/track/5Psnhdkyanjpgc2P8A5TSM,Emotionless,302.173,true,61,false
5QY4JhMKx4aBAaZcosncqd,https://open.spotify.com/track/5QY4JhMKx4aBAaZcosncqd,Slide,203.853,false,43,false
5oidljiMjeJTWUGZ4TfFea,https://open.spotify.com/track/5oidljiMjeJTWUGZ4TfFea,Under Pressure,237.52,false,18,true
6G8kHiVZ1jW7vHMPVRNZU0,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),245.786,false,67,true
6dukpLJJc6DeUVQyYhuW0A,https://open.spotify.com/track/6dukpLJJc6DeUVQyYhuW0A,Casanova,250.711,false,0,false
77UxGjiKrzaobLPeqlOuRc,https://open.spotify.com/track/77UxGjiKrzaobLPeqlOuRc,Patience,176.893,false,31,false
7fz2ClBknteKGZqw5e1PQr,https://open.spotify.com/track/7fz2ClBknteKGZqw5e1PQr,Mouth Of The River,221.56,false,0,false
03ensJD4vIcC4qFSqJfEOG,https://open.spotify.com/track/03ensJD4vIcC4qFSqJfEOG,A Higher Place,190.466,false,45,false
04ZTP5KsCypmtCmQg5tH9R,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,195.519,false,68,false
09x9v1o51dbqi5H0u7UGfp,https://open.spotify.com/track/09x9v1o51dbqi5H0u7UGfp,I Will - Remastered 2009,105.933,false,67,false
0Bs0hUYxz7REyIHH7tRhL2,https://open.spotify.com/track/0Bs0hUYxz7REyIHH7tRhL2,Helter Skelter - Remastered 2009,269.786,false,57,false
0GONea6G2XdnHWjNZd6zt3,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3,Summer Of '69,216.053,false,80,false
13pgP4LlXf849wDkBJDi5h,https://open.spotify.com/track/13pgP4LlXf849wDkBJDi5h,Hello,272.55,false,38,false
18GiV1BaXzPVYpp9rmOg0E,https://open.spotify.com/track/18GiV1BaXzPVYpp9rmOg0E,Blowin' in the Wind,165.426,false,68,false
1QJa4YKStrypERTyxypskB,https://open.spotify.com/track/1QJa4YKStrypERTyxypskB,My Love,248.0,false,0,true
1TPcNcmuKlq0PKpYOBgP1U,https://open.spotify.com/track/1TPcNcmuKlq0PKpYOBgP1U,Honey Pie - Remastered 2009,161.16,false,48,false
1gm187YyfGj5cHXhWT42Y3,https://open.spotify.com/track/1gm187YyfGj5cHXhWT42Y3,Call Me Back Again,299.04,false,0,false
