artist_id,artist_name,artist_url,followers,popularity,image_url
4R2ZUCVWjJs5ef9pjnCVC4,Cherrelle,https://open.spotify.com/artist/4R2ZUCVWjJs5ef9pjnCVC4,221925,44,https://i.scdn.co/image/38f2a8a8def50ed16f7f7c0920597087456f714a
3zTOe1BtyTkwNvYZOxXktX,Joe,https://open.spotify.com/artist/3zTOe1BtyTkwNvYZOxXktX,2020539,67,https://i.scdn.co/image/ab6761610000f17856910dd36ced0f6f3fbecacd
01Wck2m10xhdxUrLaMq60y,Rene & Angela,https://open.spotify.com/artist/01Wck2m10xhdxUrLaMq60y,222019,46,https://i.scdn.co/image/ab67616d00004851800774df7bd240a3f0937092
29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,820502,65,https://i.scdn.co/image/ab6761610000f178dcb57d08016c41fca3e221ab
4rDcfb3TEWyx0BKdzKG24I,Jaz Karis,https://open.spotify.com/artist/4rDcfb3TEWyx0BKdzKG24I,139446,54,https://i.scdn.co/image/ab6761610000f178d3228dfa1e01f23c1b79562a
03iLvvBbav8KGD0s6j8bPA,Azadd,https://open.spotify.com/artist/03iLvvBbav8KGD0s6j8bPA,1955,28,https://i.scdn.co/image/ab6761610000f178d923fd1f2e128438f1f7e07f
7C4sUpWGlTy7IANjruj02I,Peter Gabriel,https://open.spotify.com/artist/7C4sUpWGlTy7IANjruj02I,1828950,65,https://i.scdn.co/image/ab6761610000f178997116abcd93201746831544
1VN38ZSdtQnHLa8PfTTKZD,Marvin Hamlisch,https://open.spotify.com/artist/1VN38ZSdtQnHLa8PfTTKZD,11655,38,https://i.scdn.co/image/26cc6270daf4a31e9c3be5107262f821f4e10b88
4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,https://open.spotify.com/artist/4jL1usPiGDK8TD46zJP4gu,50049,49,https://i.scdn.co/image/ab6761610000f178941336bd51b9aa1d030eee88
4rAgFKtlTr66ic18YZZyF1,Woody Guthrie,https://open.spotify.com/artist/4rAgFKtlTr66ic18YZZyF1,204611,45,https://i.scdn.co/image/23205ecccd713135f22a58896ab2b249b8e8bf7e
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,3767335,78,https://i.scdn.co/image/ab6761610000f1786f0263707e8448af7c91b1a9
1KA3WXYMPLxomNuoE22LYd,Gram Parsons,https://open.spotify.com/artist/1KA3WXYMPLxomNuoE22LYd,144718,42,https://i.scdn.co/image/5ccb6a51c2217e18f95f3731cd97f834f62d06ee
2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,https://open.spotify.com/artist/2kGBy2WHvF0VdZyqiVCkDT,894474,72,https://i.scdn.co/image/ab6761610000f1788a78e4e37d117b9cc90a6363
4Qk0lWGeXydDvfrDufDQ9p,Richie Havens,https://open.spotify.com/artist/4Qk0lWGeXydDvfrDufDQ9p,130121,42,https://i.scdn.co/image/8db4e1d7390d33548858b368070064e28bb71cdc
5Z1MqXZgG3ooTyK3oqQVpw,Abrar Ul Haq,https://open.spotify.com/artist/5Z1MqXZgG3ooTyK3oqQVpw,341986,46,https://i.scdn.co/image/ab6761610000f178f17fc0be6ff02105560c1d08
0JxChc2w5fwTGbXKfc4cRd,Patti Austin,https://open.spotify.com/artist/0JxChc2w5fwTGbXKfc4cRd,231236,53,https://i.scdn.co/image/a94956c4936307d086f645c174700589ea8b240c
3JhQGw54MOytJP3GZ8KNPo,Phil Ochs,https://open.spotify.com/artist/3JhQGw54MOytJP3GZ8KNPo,62451,39,https://i.scdn.co/image/18d6b095ec9bf5920ca62453d176e35842ce63d4
0CxkJJXf9zMpnszEvhSNmL,Calvin Russell,https://open.spotify.com/artist/0CxkJJXf9zMpnszEvhSNmL,30662,47,https://i.scdn.co/image/ab67616d0000485112ba2c208636472911711f05
2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,https://open.spotify.com/artist/2UazAtjfzqBF0Nho2awK4z,3690883,69,https://i.scdn.co/image/ab6761610000f1784bb64f87db255d76538b905f
2gF5ozMajrL8gjPlA4Ej5x,Champaign,https://open.spotify.com/artist/2gF5ozMajrL8gjPlA4Ej5x,13169,39,https://i.scdn.co/image/ab67616d000048515f55ad7f9a33a6f0d5ec9105
5hW7KULTxMzCDnqaV7LASR,Nazia Hassan,https://open.spotify.com/artist/5hW7KULTxMzCDnqaV7LASR,238349,49,https://i.scdn.co/image/ab67616d000048515467a968fbc47114c1796303
5krkohEVJYw0qoB5VWwxaC,The Black Crowes,https://open.spotify.com/artist/5krkohEVJYw0qoB5VWwxaC,815622,61,https://i.scdn.co/image/ab6761610000f178791fd863f3e6d97157b9a0b1
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,12295471,78,https://i.scdn.co/image/ab6761610000f178c884df599abc793c116cdf15
6sOP8RUFR0q0nBOBOXGdBK,Melanie,https://open.spotify.com/artist/6sOP8RUFR0q0nBOBOXGdBK,126718,48,https://i.scdn.co/image/ab6761610000f1781679f503d07a97c451e61672
